pageid,class
18758,no
46466350,no
1933002,no
37631502,no
917232,no
3175841,no
60589,no
151296,no
35503,no
8585019,no
6204551,no
26262847,no
342044,no
107340,no
739857,no
2560,no
2983197,no
339394,no
178247,no
33409644,no
1922844,no
1117176,no
31639348,no
41563858,no
968195,no
274099,no
10728305,no
679825,no
7081361,no
2055543,no
25339584,no
348826,no
518534,no
2002565,no
40155866,no
2898867,no
23833750,no
10324687,no
156475,no
83490,no
167546,no
523336,no
56476,no
107664,no
1398923,no
1465328,no
1931006,no
306282,no
426670,no
192842,no
361572,no
363851,no
18017138,no
11792907,no
36084003,no
32526367,no
1385430,no
815329,no
6920,no
24975063,no
6586391,no
5984845,no
7994324,no
888170,no
9770,no
1141438,no
40713040,no
53141433,no
1340054,no
5115369,no
24986,no
2473210,no
29656,no
1749936,no
2491879,no
1533029,no
929103,no
71508,no
497407,no
5884515,no
10817356,no
19718995,no
1014518,no
184483,no
286096,no
4009240,no
3332238,no
49238177,no
22715390,no
55319,no
43473072,no
67252,no
3072290,no
16013305,no
2727079,no
588260,no
11647604,no
2706504,no
780802,no
10068310,no
16690255,no
153421,no
18594320,no
20799079,no
18933243,no
26162979,no
14238443,no
173562,no
47879432,no
152480,no
349628,no
30863072,no
31555577,no
64460,no
15102522,no
459319,no
24748820,no
4967784,no
7955217,no
2894675,no
5205969,no
410980,no
6717473,no
3838884,no
266217,no
1211852,no
35764429,no
179501,no
827703,no
842468,no
20739,no
1255065,no
8106609,no
7563097,no
47081476,no
14122398,no
274910,no
15632813,no
46722965,no
34001262,no
2771937,no
3101120,no
872331,no
14165009,no
44938429,no
795617,no
42502890,no
212253,no
2122568,no
12994019,no
13893101,no
244468,no
25342885,no
91411,no
13966436,no
4471439,no
50513,no
14459001,no
32688979,no
33160132,no
30840,no
178855,no
8262493,no
1305044,no
12153180,no
7627929,yes
221749,yes
22424,yes
25382,yes
70157,yes
3829005,yes
25806,yes
43243,yes
11587,yes
63317,yes
1544191,yes
23564616,yes
526399,yes
32070,yes
347422,yes
5622894,yes
25867,yes
957537,yes
25473,yes
231156,yes
32296110,yes
250943,yes
8354382,yes
2110323,yes
444216,yes
240547,yes
21131695,yes
161466,yes
168601,yes
26152,yes
615807,yes
25433,yes
93791,yes
44205,yes
376985,yes
25938,yes
25427,yes
17446303,yes
242570,yes
23747676,yes
4057953,yes
45218,yes
29490,yes
206365,yes
27931,yes
51487,yes
40112,yes
249623,yes
23409759,yes
27122,yes
165404,yes
26915,yes
2941511,yes
338065,yes
27694,yes
27706,yes
144178,yes
763013,yes
349303,yes
27790,yes
1737582,yes
26833,yes
13118744,yes
1163228,yes
418732,yes
21171721,yes
34495117,yes
152447,yes
317383,yes
324091,yes
466454,yes
69795,yes
150374,yes
18842168,yes
168714,yes
286527,yes
5058690,yes
5058690,yes
59512,yes
10733176,yes
28632,yes
43116037,yes
1305554,yes
2957039,yes
7397019,yes
236331,yes
1316116,yes
19019270,yes
31635665,yes
28840,yes
5594647,yes
27159,yes
189909,yes
1130664,yes
384706,yes
26743,yes
28399,yes
26909,yes
28307,yes
25862547,yes
402030,yes
13436,yes
13371,yes
1438445,yes
14183,yes
13457,yes
4868935,yes
13919,yes
38873148,yes
2366752,yes
5043192,yes
18945847,yes
2632114,yes
18945847,yes
47646,yes
56120,yes
56120,yes
364326,yes
13808,yes
1560218,yes
210728,yes
23713759,yes
10396793,yes
1007688,yes
14229,yes
5097395,yes
5488304,yes
8322947,yes
113348,yes
48874,yes
14094,yes
10326,yes
47878,yes
2569378,yes
254637,yes
32544339,yes
35039706,yes
8798949,yes
381399,yes
2269463,yes
6502961,yes
638066,yes
70842,yes
288343,yes
13545731,yes
294934,yes
319302,yes
14912,yes
294545,yes
18935277,yes
19572217,yes
1166630,yes
15295,yes
152772,yes
23430752,yes
14539,yes
294813,yes
243433,yes
147575,yes
14726,yes
775859,yes
15226,yes
6037917,yes
162173,yes
9282173,yes
46216,yes
125320,yes
14532,yes
16044,yes
308131,yes
1103138,yes
64372,yes
39764,yes
16016,yes
23819805,yes
498971,yes
1840589,yes
16099,yes
15573,yes
46884,yes
15606,yes
162870,yes
49955,yes
189322,yes
16218,yes
6253522,yes
52547,yes
16175,yes
11494260,yes
175220,yes
16504,yes
21207345,yes
442163,yes
133250,yes
18603579,yes
46827,yes
1095706,yes
983366,yes
1131183,yes
25955086,yes
31516,yes
43356,yes
18582416,yes
83045,yes
31535,yes
30942,yes
31175,yes
31460,yes
3301347,yes
47702,yes
216188,yes
71973,yes
2723695,yes
19904525,yes
21694424,yes
21694424,yes
35152422,yes
157873,yes
348486,yes
14594,yes
29920,yes
31341,yes
1182836,yes
30018,yes
25168720,yes
31429,yes
9988187,yes
863,yes
52780,yes
31814,yes
32191,yes
31750,yes
31814,yes
31769,yes
3434750,yes
32009,yes
446555,yes
37293,yes
31902,yes
31880,yes
16118202,yes
337755,yes
243927,yes
1742315,yes
132472,yes
30972975,yes
333091,yes
305561,yes
928412,yes
32587,yes
32591,yes
11737832,yes
183050,yes
19220448,yes
32611,yes
47150,yes
93767,yes
239897,yes
11015252,yes
32817,yes
47896187,yes
33589,yes
32917,yes
34059,yes
1181646,yes
13425800,yes
4091662,yes
33622,yes
15380061,yes
52382,yes
33422,yes
231184,yes
265307,yes
16597487,yes
53976971,yes
33545,yes
376898,yes
21208262,yes
2495537,yes
166202,yes
33178,yes
54985,yes
154823,yes
30780454,yes
11577295,yes
32897,yes
860924,yes
2289648,yes
33683,yes
91221,yes
11185,yes
33183,yes
145439,yes
37483,yes
33523,yes
33278,yes
31582928,yes
67173,yes
4764461,yes
32927,yes
50106813,yes
1361082,yes
22760983,yes
3329753,yes
86364,yes
68110,yes
419038,yes
196206,yes
18130,yes
17628,yes
384676,yes
21009880,yes
23371382,yes
229257,yes
414890,yes
38776,yes
75890,yes
159846,yes
432709,yes
19037,yes
142056,yes
36753,yes
7907317,yes
170487,yes
38776,yes
21021,yes
20796,yes
19527,yes
46636,yes
978525,yes
89662,yes
19831,yes
87944,yes
728775,yes
1481886,yes
650426,yes
572897,yes
875547,yes
20548,yes
7567080,yes
20076,yes
409691,yes
25454239,yes
103695,yes
11415141,yes
96484,yes
20347,yes
21021,yes
18932,yes
1028044,yes
44219,yes
23943124,yes
361024,yes
163056,yes
20798,yes
49611,yes
19356,yes
18567040,yes
344287,yes
9530099,yes
220841,yes
21073732,yes
3966054,yes
68904,yes
14995351,yes
20455,yes
74461,yes
104998,yes
1801949,yes
9492386,yes
428979,yes
2064489,yes
986814,yes
348746,yes
3138569,yes
18836,yes
301237,yes
39027,yes
20979,yes
8135890,yes
5735,yes
312170,yes
20948,yes
20381,yes
289505,yes
19168,yes
426208,yes
46007,yes
2232012,yes
43254,yes
18925,yes
21023,yes
347105,yes
53029,yes
1304321,yes
63747,yes
51885,yes
347084,yes
493657,yes
20742,yes
8103,yes
8582,yes
187807,yes
76762,yes
67363,yes
1558354,yes
70197,yes
1434711,yes
37514,yes
8687,yes
310331,yes
9090,yes
3020357,yes
5058628,yes
8835,yes
18938226,yes
8271,yes
8683,yes
7966,yes
8900,yes
932915,yes
40147,yes
11040148,yes
3162905,yes
18978563,yes
18978563,yes
8629,yes
4848272,yes
726651,yes
1643647,yes
1635659,yes
7941,yes
1112855,yes
37335,yes
9311172,yes
8632,yes
19767582,yes
143840,yes
59749,yes
8305,yes
13058,yes
10186,yes
40817590,yes
140256,yes
380782,yes
303522,yes
2945164,yes
15578,yes
9231869,yes
39626432,yes
1864257,yes
1765384,yes
20611030,yes
16105186,yes
4217297,yes
371301,yes
18307757,yes
5052197,yes
9288,yes
4429395,yes
100627,yes
10287,yes
4809279,yes
169836,yes
35494376,yes
12322101,yes
2858505,yes
39768,yes
399615,yes
10501,yes
564204,yes
9258,yes
105004,yes
105004,yes
9737,yes
9317,yes
1256013,yes
9587,yes
51584,yes
10370,yes
9236,yes
9588,yes
7529378,yes
11469677,yes
7550182,yes
55174,yes
187586,yes
231085,yes
10653,yes
11054,yes
55974,yes
164394,yes
144896,yes
11408,yes
11185,yes
142721,yes
945404,yes
38193,yes
38301,yes
18949797,yes
148898,yes
24548445,yes
2752,yes
6821757,yes
37556,yes
162615,yes
2122,yes
15247542,yes
21785,yes
11778948,yes
5491859,yes
18933396,yes
1030,yes
25,yes
1195328,yes
5612336,yes
150056,yes
879858,yes
19344654,yes
4545,yes
4173,yes
867145,yes
19360669,yes
3979,yes
534366,yes
335069,yes
72336,yes
4375,yes
4792,yes
364813,yes
3738,yes
447382,yes
3205662,yes
501984,yes
3427,yes
699349,yes
19283178,yes
3722,yes
20650188,yes
41353912,yes
44431,yes
2100861,yes
4116,yes
1555010,yes
3356,yes
188564,yes
191941,yes
51614,yes
321263,yes
239098,yes
3803886,yes
244098,yes
44751865,yes
4874,yes
20648200,yes
851008,yes
65426,yes
88857,yes
55309,yes
5030,yes
11015826,yes
27417455,yes
64692,yes
68244,yes
392807,yes
5574594,yes
186319,yes
23278520,yes
4950,yes
3463,yes
44849,yes
70547,yes
8269855,yes
3845,yes
4294,yes
3382,yes
38748,yes
73887,yes
773158,yes
639800,yes
3267529,yes
23278125,yes
682722,yes
24133117,yes
87179,yes
62028,yes
46924,yes
773158,yes
5407,yes
6852,yes
160811,yes
5042916,yes
105219,yes
5902,yes
5416,yes
42031,yes
685631,yes
2184033,yes
537968,yes
5282,yes
25955086,yes
19481110,yes
15135713,yes
53869,yes
15992,yes
255722,yes
186639,yes
38100116,yes
6260914,yes
145422,yes
166163,yes
5119376,yes
4689709,yes
5122699,yes
15852,yes
15898,yes
212187,yes
43715,yes
657205,yes
291592,yes
347086,yes
25011929,yes
168926,yes
335077,yes
235888,yes
2263372,yes
175552,yes
609523,yes
15777,yes
32387701,yes
15641,yes
1641893,yes
23486968,yes
59172,yes
59564,yes
26033941,yes
49544,yes
5507411,yes
340867,yes
16905,yes
523032,yes
16743,yes
19329135,yes
17337,yes
16881,yes
343858,yes
11366634,yes
16477368,yes
273437,yes
198081,yes
186589,yes
286369,yes
644622,yes
752553,yes
26232,yes
17396,yes
169376,yes
6975043,yes
19718837,yes
5962511,yes
154099,yes
19394613,yes
327664,yes
246185,yes
41586875,yes
264062,yes
16772,yes
16756,yes
16881,yes
17391,yes
16760,yes
16779,yes
197615,yes
16707,yes
17862,yes
66936,yes
924166,yes
56873,yes
45870,yes
17782843,yes
577320,yes
30667,yes
18522,yes
420883,yes
2680715,yes
277395,yes
18486,yes
17771,yes
168917,yes
50151,yes
9910441,yes
2327581,yes
8939450,yes
3225498,yes
30706524,yes
183290,yes
217196,yes
29206360,yes
168540,yes
160760,yes
6341469,yes
24107,yes
230025,yes
23555,yes
150136,yes
60857,yes
951581,yes
52970,yes
23639,yes
560876,yes
273444,yes
416366,yes
253413,yes
39609876,yes
2100405,yes
23440,yes
199823,yes
7518210,yes
24507,yes
771182,yes
3727944,yes
2266653,yes
2252913,yes
22954,yes
23221,yes
44469,yes
23745,yes
24326,yes
22936,yes
17458566,yes
16367528,yes
275297,yes
23213,yes
23996,yes
15611519,yes
22986,yes
21259,yes
24872,yes
460821,yes
24591,yes
24475,yes
199630,yes
24020,yes
23805,yes
23808,yes
23475335,yes
1704222,yes
940606,yes
1328272,yes
5710507,yes
175357,yes
27620742,yes
64959,yes
1771587,yes
1630282,yes
663540,yes
429542,yes
169086,yes
24113,yes
3009092,yes
51511,yes
125248,yes
14457,yes
72201,yes
24095,yes
1677192,yes
19008450,yes
24856,yes
15394859,yes
15157915,yes
37857,yes
371248,yes
18973869,yes
147707,yes
471603,yes
6729144,yes
23041,yes
23037,yes
36922,yes
7954867,yes
319505,yes
47717515,yes
25614,yes
25614,yes
26494,yes
30862657,yes
15181647,yes
2634236,yes
49444,yes
26316,yes
25613,yes
28358650,yes
25421,yes
18945847,yes
7980471,yes
25854438,yes
25421,yes
375137,yes
43488,yes
43488,yes
1329090,yes
30821628,yes
1270655,yes
21133,yes
11481790,yes
147301,yes
69880,yes
21113,yes
2307316,yes
424675,yes
70101,yes
2579018,yes
21217,yes
22131,yes
38188,yes
21212,yes
31045316,yes
14335296,yes
21492751,yes
2510105,yes
216531,yes
93088,yes
21632,yes
1398166,yes
30072373,yes
21742,yes
21648,yes
2184535,yes
53842,yes
602643,yes
179187,yes
557007,yes
323592,yes
25529159,yes
42558,yes
21473,yes
21566,yes
2570425,yes
1631652,yes
173540,yes
16365325,yes
21265,yes
1067062,yes
21704,yes
142510,yes
22153,yes
55940,yes
21525,yes
8955445,yes
56435,yes
27471338,yes
22292,yes
1149357,yes
33121168,yes
33381607,yes
198570,yes
158705,yes
22477,yes
643015,yes
53257,yes
22576,yes
1026559,yes
2787862,yes
20395872,yes
100390,yes
268869,yes
2480306,yes
43846,yes
167166,yes
22546,yes
22468,yes
65975,yes
414192,yes
20041526,yes
4316423,yes
44183,yes
44183,yes
85406,yes
44647390,yes
161570,yes
24956,yes
23340,yes
205789,yes
24324,yes
24849,yes
315787,yes
23592,yes
11217925,yes
27540718,yes
4411276,yes
168890,yes
49908,yes
32191,yes
24552,yes
65173,yes
