inst#,actual,predicted,error,prediction,pageid
62,1:yes,1:yes,,0.519,31045316
63,2:no,2:no,,0.99,21661375
64,2:no,2:no,,0.506,18538
65,1:yes,2:no,+,0.745,143840
66,1:yes,1:yes,,0.59,26748
67,2:no,2:no,,0.926,5405088
68,2:no,2:no,,0.644,116759
69,2:no,2:no,,0.645,274099
70,2:no,2:no,,0.828,31552
71,1:yes,2:no,+,0.604,7941
72,1:yes,1:yes,,0.55,22424
73,1:yes,1:yes,,0.53,21898839
74,1:yes,1:yes,,0.672,24548445
75,1:yes,2:no,+,0.516,78747
76,2:no,2:no,,0.96,999748
77,1:yes,1:yes,,0.838,22754875
78,2:no,2:no,,0.699,3266013
79,1:yes,1:yes,,0.64,16016
80,2:no,2:no,,0.546,125436
81,1:yes,1:yes,,0.799,7907317
82,1:yes,1:yes,,0.924,299078
83,2:no,2:no,,0.926,188073
84,1:yes,1:yes,,0.764,39027
85,2:no,2:no,,0.595,1642576
86,2:no,2:no,,0.914,10068310
87,2:no,2:no,,0.631,1360222
88,1:yes,2:no,+,0.561,2269463
89,2:no,2:no,,0.615,6250
90,2:no,2:no,,0.761,682856
91,2:no,2:no,,0.685,15524
92,2:no,2:no,,0.945,32096
93,1:yes,2:no,+,0.833,27999
94,1:yes,2:no,+,0.71,1112855
95,1:yes,2:no,+,0.525,8271
96,1:yes,1:yes,,0.63,157873
97,2:no,2:no,,0.545,45474
98,2:no,2:no,,0.719,20155503
99,1:yes,1:yes,,0.595,414192
100,2:no,2:no,,0.948,6357903
101,1:yes,2:no,+,0.547,210728
102,1:yes,1:yes,,0.561,199630
103,2:no,2:no,,0.963,6121100
104,2:no,1:yes,+,0.581,51510
105,1:yes,1:yes,,0.561,23306893
106,1:yes,1:yes,,0.769,42068
107,1:yes,1:yes,,0.796,142721
108,1:yes,1:yes,,0.83,4321115
109,1:yes,1:yes,,0.539,167884
110,1:yes,1:yes,,0.555,33933496
111,2:no,2:no,,0.91,2189133
112,2:no,2:no,,0.971,35700682
113,1:yes,2:no,+,0.801,8931878
114,2:no,2:no,,0.55,38483
115,2:no,2:no,,0.554,5870424
116,2:no,1:yes,+,0.637,89988
117,1:yes,2:no,+,0.8,55940
118,2:no,2:no,,0.571,35643332
119,1:yes,2:no,+,0.791,25168720
120,2:no,2:no,,0.926,966130
121,1:yes,1:yes,,0.621,37483
122,1:yes,2:no,+,0.52,2723695
123,2:no,1:yes,+,0.511,1056165
124,2:no,1:yes,+,0.662,232847
125,2:no,2:no,,0.54,39645216
126,1:yes,1:yes,,0.762,1653
127,2:no,2:no,,0.686,88235
128,1:yes,1:yes,,0.943,5069516
129,1:yes,2:no,+,0.52,20347
130,2:no,2:no,,0.945,42475403
131,2:no,2:no,,0.761,23407882
132,1:yes,1:yes,,0.593,6822
133,2:no,2:no,,0.975,94158
134,2:no,2:no,,0.921,26951433
135,2:no,2:no,,0.629,74095
136,1:yes,2:no,+,0.579,2773076
137,2:no,2:no,,0.731,4342107
138,1:yes,2:no,+,0.75,1182836
139,1:yes,1:yes,,0.555,1304321
140,1:yes,1:yes,,0.816,25272420
141,2:no,2:no,,0.974,954888
142,2:no,1:yes,+,0.694,1757165
143,1:yes,1:yes,,0.654,11040148
144,1:yes,1:yes,,0.767,1008588
145,1:yes,1:yes,,0.661,242570
146,1:yes,1:yes,,0.706,301899
147,2:no,2:no,,0.71,1800772
148,2:no,1:yes,+,0.652,827717
149,1:yes,1:yes,,0.741,186639
150,2:no,2:no,,0.606,4482
151,2:no,2:no,,0.939,18933243
152,1:yes,2:no,+,0.625,2495537
153,1:yes,2:no,+,0.833,1555010
154,2:no,1:yes,+,0.573,9549
155,2:no,1:yes,+,0.736,3844691
156,1:yes,1:yes,,0.534,337755
157,1:yes,1:yes,,0.706,498971
158,1:yes,2:no,+,0.536,19568112
159,2:no,2:no,,0.72,43459
160,2:no,2:no,,0.625,660931
161,1:yes,1:yes,,0.886,92656
162,1:yes,2:no,+,0.551,42277
163,1:yes,1:yes,,0.624,289505
164,2:no,2:no,,0.905,361572
165,1:yes,1:yes,,0.571,159846
166,1:yes,1:yes,,0.652,161570
167,2:no,2:no,,0.932,22351923
168,1:yes,1:yes,,0.711,5465786
169,1:yes,1:yes,,0.506,149014
170,2:no,2:no,,0.618,859943
171,2:no,2:no,,0.641,48722130
172,2:no,2:no,,0.869,89442
173,2:no,1:yes,+,0.645,628811
174,1:yes,2:no,+,0.512,414890
175,1:yes,1:yes,,0.505,371248
176,2:no,2:no,,0.71,30862857
177,2:no,2:no,,0.739,15378788
178,1:yes,1:yes,,0.6,1328272
179,1:yes,2:no,+,0.551,32009
180,1:yes,1:yes,,0.824,19008450
181,2:no,2:no,,0.841,44440022
182,2:no,1:yes,+,0.54,25513219
183,1:yes,1:yes,,0.848,8955445
184,2:no,2:no,,0.701,7994324
185,2:no,2:no,,0.626,14458973
186,2:no,2:no,,0.924,1303295
187,2:no,2:no,,0.685,65524
188,1:yes,1:yes,,0.951,19831
189,1:yes,1:yes,,0.791,371301
190,2:no,2:no,,0.621,55135530
191,2:no,1:yes,+,0.661,100582
192,2:no,2:no,,0.945,9164577
193,2:no,2:no,,0.713,8887003
194,2:no,2:no,,0.828,10042412
195,1:yes,2:no,+,0.519,10370
196,2:no,1:yes,+,0.659,2539671
197,2:no,1:yes,+,0.724,51521
198,2:no,2:no,,0.874,23309899
199,1:yes,2:no,+,0.573,26950
200,1:yes,1:yes,,0.943,14532
201,2:no,1:yes,+,0.774,25784
202,1:yes,2:no,+,0.634,199823
203,2:no,2:no,,0.688,872331
204,1:yes,1:yes,,0.615,4689709
205,1:yes,1:yes,,0.651,8322947
206,1:yes,1:yes,,0.794,19346935
207,2:no,2:no,,0.866,35764429
208,2:no,2:no,,0.662,40417489
209,1:yes,1:yes,,0.698,10733176
210,2:no,2:no,,0.804,18017138
211,1:yes,1:yes,,0.875,13919
212,1:yes,1:yes,,0.637,32897
213,1:yes,1:yes,,0.631,33183
214,2:no,1:yes,+,0.532,914869
215,1:yes,1:yes,,0.756,236489
216,2:no,2:no,,0.615,3874731
217,1:yes,2:no,+,0.71,471603
218,2:no,1:yes,+,0.805,324
219,2:no,2:no,,0.909,43649260
220,1:yes,1:yes,,0.925,5488304
221,2:no,2:no,,0.988,348826
222,1:yes,2:no,+,0.603,771182
223,1:yes,1:yes,,0.761,4748957
224,2:no,2:no,,0.877,173562
225,2:no,2:no,,0.844,49655256
226,1:yes,1:yes,,0.905,5416
227,1:yes,1:yes,,0.784,24324
228,2:no,2:no,,0.642,136960
229,1:yes,1:yes,,0.545,4411276
230,1:yes,1:yes,,0.854,44205
231,2:no,1:yes,+,0.656,92402
232,2:no,2:no,,0.988,14474647
233,2:no,2:no,,0.566,60589
234,2:no,2:no,,0.953,14459001
235,1:yes,1:yes,,0.675,381552
236,1:yes,1:yes,,0.816,88857
237,1:yes,2:no,+,0.559,2266653
238,1:yes,1:yes,,0.82,60857
239,2:no,1:yes,+,0.536,92556
240,2:no,2:no,,0.934,33637422
241,2:no,1:yes,+,0.68,26589
242,2:no,2:no,,0.731,24809896
243,2:no,2:no,,0.97,7739570
244,2:no,1:yes,+,0.545,20118104
245,2:no,2:no,,0.848,620602
246,1:yes,2:no,+,0.699,38466392
247,1:yes,1:yes,,0.828,93088
248,2:no,2:no,,0.917,1178438
249,2:no,2:no,,0.895,3459338
250,1:yes,2:no,+,0.858,345597
251,2:no,1:yes,+,0.552,2116
252,2:no,2:no,,0.684,4871845
253,2:no,2:no,,0.989,56023444
254,2:no,2:no,,0.92,5073888
255,2:no,2:no,,0.705,14158261
256,1:yes,1:yes,,0.906,5097395
257,2:no,2:no,,0.949,8687911
258,1:yes,1:yes,,0.831,63747
259,1:yes,2:no,+,0.641,416366
260,2:no,2:no,,0.516,304642
261,1:yes,2:no,+,0.516,8632
262,2:no,2:no,,0.574,145971
263,2:no,2:no,,0.821,44785986
264,1:yes,2:no,+,0.767,338065
265,2:no,2:no,,0.954,36377373
266,2:no,2:no,,0.929,6055195
267,2:no,1:yes,+,0.505,113933
268,1:yes,1:yes,,0.676,1046514
269,2:no,2:no,,0.905,23620137
270,2:no,2:no,,0.681,153421
271,2:no,2:no,,0.876,1630627
272,1:yes,1:yes,,0.68,102075
273,1:yes,1:yes,,0.884,21694424
274,1:yes,1:yes,,0.946,15992
275,1:yes,1:yes,,0.644,13808
276,1:yes,1:yes,,0.524,8939450
277,2:no,2:no,,0.603,105167
278,2:no,1:yes,+,0.69,782741
279,2:no,2:no,,0.591,152066
280,1:yes,1:yes,,0.652,682722
281,1:yes,1:yes,,0.674,5612336
282,1:yes,1:yes,,0.565,20796
283,2:no,2:no,,0.569,364934
284,1:yes,1:yes,,0.907,30680
285,2:no,2:no,,0.61,22048289
286,1:yes,2:no,+,0.813,41353912
287,1:yes,1:yes,,0.688,14091
288,1:yes,1:yes,,0.79,16044
289,2:no,2:no,,0.709,33186
290,2:no,1:yes,+,0.619,97404
291,1:yes,1:yes,,0.864,26779
292,1:yes,1:yes,,0.542,33622
293,2:no,2:no,,0.781,3838884
294,1:yes,1:yes,,0.777,6502961
295,1:yes,1:yes,,0.594,208413
296,1:yes,1:yes,,0.93,7980471
297,2:no,2:no,,0.813,167546
298,2:no,2:no,,0.963,32688979
299,1:yes,1:yes,,0.807,62028
300,2:no,2:no,,0.823,46217753
301,2:no,2:no,,0.917,1327701
302,2:no,1:yes,+,0.556,56476
303,2:no,2:no,,0.991,2823993
304,2:no,2:no,,0.738,401877
305,2:no,1:yes,+,0.646,31692117
306,2:no,1:yes,+,0.554,427408
307,2:no,2:no,,0.966,32988926
308,2:no,1:yes,+,0.556,204283
309,2:no,1:yes,+,0.926,771
310,1:yes,1:yes,,0.698,187586
311,1:yes,1:yes,,0.865,2941511
312,2:no,2:no,,0.606,795617
313,2:no,2:no,,0.855,761462
314,2:no,2:no,,0.914,12552804
315,2:no,1:yes,+,0.568,27687
316,2:no,1:yes,+,0.571,186859
317,1:yes,1:yes,,0.634,657205
318,2:no,2:no,,0.594,8304348
319,1:yes,1:yes,,0.578,17458566
320,1:yes,1:yes,,0.701,303522
321,2:no,1:yes,+,0.601,525669
322,2:no,2:no,,0.718,91411
323,1:yes,1:yes,,0.745,18842471
324,2:no,2:no,,0.983,46722965
325,2:no,2:no,,0.532,888170
326,2:no,2:no,,0.623,37765
327,2:no,2:no,,0.792,264105
328,1:yes,1:yes,,0.858,49908
329,1:yes,2:no,+,0.51,170487
330,2:no,2:no,,0.909,39563304
331,2:no,2:no,,0.787,22635212
332,2:no,1:yes,+,0.591,27071
333,1:yes,2:no,+,0.511,38188
334,2:no,2:no,,0.589,2711369
335,2:no,1:yes,+,0.54,152480
336,1:yes,2:no,+,0.66,4412145
337,2:no,2:no,,0.953,36218417
338,2:no,2:no,,0.526,10072598
339,1:yes,1:yes,,0.839,426208
340,2:no,2:no,,0.69,759317
341,1:yes,1:yes,,0.807,152447
342,2:no,1:yes,+,0.669,18081
343,2:no,2:no,,0.739,377606
344,2:no,2:no,,0.688,53107
345,2:no,1:yes,+,0.861,161091
346,1:yes,2:no,+,0.53,2307316
347,1:yes,2:no,+,0.706,30072373
348,2:no,2:no,,0.624,869945
349,1:yes,1:yes,,0.603,21401843
350,1:yes,2:no,+,0.536,100627
351,1:yes,1:yes,,0.924,16779
352,2:no,2:no,,0.696,51592861
353,1:yes,1:yes,,0.689,315787
354,1:yes,2:no,+,0.571,24956
355,2:no,1:yes,+,0.631,15941
356,2:no,2:no,,0.517,332248
357,1:yes,1:yes,,0.566,1765384
358,2:no,2:no,,0.729,4996
359,2:no,2:no,,0.536,10817356
360,1:yes,1:yes,,0.606,294934
361,2:no,2:no,,0.91,2894675
362,1:yes,1:yes,,0.654,59606
363,1:yes,1:yes,,0.666,35494376
364,2:no,2:no,,0.924,2966253
365,1:yes,1:yes,,0.743,7683
366,2:no,2:no,,0.667,622572
367,2:no,2:no,,0.94,221400
368,1:yes,1:yes,,0.649,21207345
369,2:no,2:no,,0.606,1161510
370,1:yes,1:yes,,0.922,15852
371,2:no,2:no,,0.655,2288117
372,2:no,1:yes,+,0.618,13828397
373,2:no,1:yes,+,0.501,70718
374,2:no,1:yes,+,0.557,2527229
375,2:no,2:no,,0.922,4079673
376,2:no,2:no,,0.975,27235473
377,2:no,2:no,,0.655,23751905
378,1:yes,2:no,+,0.579,215623
379,1:yes,1:yes,,0.927,44219
380,2:no,2:no,,0.715,170592
381,2:no,2:no,,0.876,18982384
382,2:no,2:no,,0.729,1064917
383,2:no,2:no,,0.804,106364
384,2:no,2:no,,0.875,275132
385,2:no,2:no,,0.73,3655443
386,1:yes,1:yes,,0.606,5622894
387,1:yes,2:no,+,0.525,493657
388,1:yes,2:no,+,0.555,18947965
389,1:yes,1:yes,,0.874,183290
390,1:yes,2:no,+,0.524,20798
391,2:no,1:yes,+,0.563,78023
392,1:yes,1:yes,,0.719,4851478
393,2:no,2:no,,0.904,1006164
394,2:no,2:no,,0.988,13461936
395,2:no,2:no,,0.585,6719
396,2:no,2:no,,0.589,314101
397,2:no,1:yes,+,0.823,1109998
398,2:no,2:no,,0.537,20647396
399,2:no,2:no,,0.989,831647
400,2:no,1:yes,+,0.514,2473210
401,2:no,1:yes,+,0.63,66440
402,1:yes,1:yes,,0.512,191941
403,2:no,2:no,,0.821,16354915
404,2:no,2:no,,0.743,319571
405,1:yes,1:yes,,0.815,47646
406,1:yes,2:no,+,0.509,331538
407,1:yes,2:no,+,0.525,2634236
408,1:yes,1:yes,,0.677,9090
409,1:yes,1:yes,,0.618,25421
410,2:no,2:no,,0.861,428432
411,1:yes,2:no,+,0.586,82065
412,2:no,2:no,,0.664,523336
413,1:yes,1:yes,,0.905,22153
414,1:yes,1:yes,,0.848,21133
415,2:no,1:yes,+,0.574,349628
416,2:no,2:no,,0.965,1175257
417,1:yes,1:yes,,0.831,11481790
418,1:yes,1:yes,,0.745,154099
419,1:yes,2:no,+,0.517,1028044
420,2:no,1:yes,+,0.914,60192
421,1:yes,1:yes,,0.583,31460
422,1:yes,1:yes,,0.85,5058690
423,2:no,2:no,,0.585,44994160
424,2:no,2:no,,0.956,2835536
425,1:yes,2:no,+,0.536,53976971
426,1:yes,1:yes,,0.739,35152422
427,2:no,2:no,,0.595,44509739
428,2:no,2:no,,0.894,23488052
429,1:yes,1:yes,,0.895,31341
430,2:no,2:no,,0.73,8253
431,1:yes,2:no,+,0.706,50490
432,1:yes,1:yes,,0.796,5735
433,2:no,2:no,,0.545,25160837
434,1:yes,1:yes,,0.865,14539
435,2:no,2:no,,0.745,331582
436,2:no,2:no,,0.69,6181660
437,2:no,2:no,,0.935,2241312
438,2:no,2:no,,0.902,1300409
439,1:yes,2:no,+,0.759,6729144
440,2:no,2:no,,0.991,48297704
441,1:yes,1:yes,,0.811,8103
442,1:yes,1:yes,,0.835,48874
443,1:yes,1:yes,,0.618,29612
444,2:no,1:yes,+,0.843,1339436
445,2:no,2:no,,0.731,180733
446,2:no,2:no,,0.591,68322
447,2:no,2:no,,0.739,11943453
448,1:yes,1:yes,,0.66,179553
449,1:yes,1:yes,,0.595,3803886
450,2:no,2:no,,0.991,621328
451,2:no,2:no,,0.874,331550
452,2:no,1:yes,+,0.61,1045217
453,2:no,2:no,,0.956,18522414
454,1:yes,1:yes,,0.746,36922
455,1:yes,1:yes,,0.701,31902
456,1:yes,1:yes,,0.6,347422
457,1:yes,2:no,+,0.526,1429917
458,2:no,2:no,,0.792,6001027
459,1:yes,2:no,+,0.657,18842168
460,2:no,2:no,,0.915,9543863
461,2:no,2:no,,0.619,14998012
462,2:no,2:no,,0.554,157232
463,1:yes,1:yes,,0.589,10326
464,2:no,2:no,,0.61,844184
465,1:yes,2:no,+,0.522,186589
466,1:yes,1:yes,,0.62,148898
467,2:no,2:no,,0.973,7955217
468,2:no,1:yes,+,0.725,54808
469,2:no,1:yes,+,0.796,300279
470,2:no,1:yes,+,0.67,6325873
471,2:no,1:yes,+,0.698,22944399
472,2:no,2:no,,0.845,5706993
473,2:no,2:no,,0.69,124770
474,2:no,2:no,,0.88,7950181
475,1:yes,1:yes,,0.634,83045
476,2:no,1:yes,+,0.609,5981816
477,2:no,2:no,,0.669,9882330
478,2:no,2:no,,0.901,1300344
479,2:no,2:no,,0.821,74610
480,1:yes,1:yes,,0.866,253413
481,2:no,2:no,,0.578,23468778
482,2:no,2:no,,0.932,193684
483,2:no,2:no,,0.944,14477322
484,2:no,2:no,,0.984,1874173
485,2:no,1:yes,+,0.669,1669998
486,1:yes,1:yes,,0.649,4375
487,2:no,2:no,,0.534,506881
488,2:no,1:yes,+,0.725,591604
489,2:no,1:yes,+,0.946,73592
490,1:yes,2:no,+,0.52,95801
491,1:yes,1:yes,,0.78,7172656
492,1:yes,2:no,+,0.516,444216
493,1:yes,1:yes,,0.925,5030380
494,1:yes,1:yes,,0.964,1078
495,1:yes,1:yes,,0.943,33523
496,1:yes,1:yes,,0.537,231184
497,1:yes,1:yes,,0.836,9737
498,1:yes,1:yes,,0.868,145422
499,1:yes,1:yes,,0.502,571440
500,1:yes,2:no,+,0.611,380782
501,2:no,1:yes,+,0.537,72243
502,2:no,1:yes,+,0.516,2550711
503,1:yes,2:no,+,0.579,446555
504,1:yes,1:yes,,0.564,1553191
505,2:no,2:no,,0.874,45337
506,2:no,1:yes,+,0.578,20228169
507,2:no,2:no,,0.991,42780592
508,1:yes,1:yes,,0.606,173540
509,2:no,2:no,,0.843,5810035
510,2:no,1:yes,+,0.512,43794119
511,2:no,1:yes,+,0.665,41536
512,2:no,2:no,,0.78,7174830
513,1:yes,1:yes,,0.924,46924
514,2:no,2:no,,0.745,29023680
515,2:no,1:yes,+,0.574,344859
516,1:yes,1:yes,,0.716,49392
517,1:yes,1:yes,,0.684,4091662
518,2:no,2:no,,0.95,24836896
519,1:yes,2:no,+,0.504,9603757
520,2:no,2:no,,0.816,3158870
521,1:yes,1:yes,,0.794,894
522,2:no,2:no,,0.765,30864385
523,1:yes,1:yes,,0.721,44183
524,2:no,2:no,,0.961,50310081
525,2:no,1:yes,+,0.53,22796
526,2:no,2:no,,0.759,44595957
527,2:no,1:yes,+,0.578,43223
528,1:yes,1:yes,,0.851,5042951
529,2:no,2:no,,0.713,1795025
530,1:yes,1:yes,,0.735,1840589
531,2:no,2:no,,0.767,3344863
532,1:yes,1:yes,,0.534,192005
533,2:no,2:no,,0.897,1256334
534,1:yes,1:yes,,0.704,33683
535,2:no,2:no,,0.851,44938429
536,2:no,2:no,,0.965,40713040
537,1:yes,1:yes,,0.669,14170
538,2:no,2:no,,0.755,107664
539,1:yes,1:yes,,0.619,144178
540,2:no,2:no,,0.625,518843
541,2:no,2:no,,0.802,140469
542,1:yes,2:no,+,0.505,420883
543,1:yes,1:yes,,0.719,5530
544,1:yes,1:yes,,0.755,523032
545,1:yes,1:yes,,0.911,158177
546,1:yes,1:yes,,0.62,239098
547,1:yes,2:no,+,0.585,59512
548,2:no,2:no,,0.818,220884
549,2:no,2:no,,0.83,33161913
550,2:no,2:no,,0.736,147853
551,1:yes,1:yes,,0.729,6852
552,2:no,2:no,,0.698,3362317

