inst#,actual,predicted,error,prediction,pageid
129,1:yes,2:no,+,0.557,415767
130,2:no,1:yes,+,0.65,65064
131,1:yes,1:yes,,0.879,29810
132,1:yes,2:no,+,0.604,717
133,1:yes,1:yes,,0.765,64372
134,1:yes,1:yes,,0.573,43243
135,2:no,2:no,,0.884,8868062
136,1:yes,1:yes,,0.544,254637
137,1:yes,1:yes,,0.925,184136
138,1:yes,1:yes,,0.526,5980301
139,2:no,2:no,,0.983,13492165
140,2:no,2:no,,0.724,16035221
141,1:yes,1:yes,,0.688,86364
142,1:yes,1:yes,,0.593,709683
143,1:yes,1:yes,,0.809,20611030
144,1:yes,1:yes,,0.624,18938226
145,1:yes,1:yes,,0.907,5326
146,2:no,2:no,,0.895,178247
147,2:no,2:no,,0.625,572939
148,2:no,2:no,,0.701,33775893
149,2:no,2:no,,0.873,9647504
150,1:yes,1:yes,,0.739,23371382
151,2:no,2:no,,0.869,6173299
152,1:yes,1:yes,,0.926,3434750
153,2:no,1:yes,+,0.54,208691
154,1:yes,1:yes,,0.642,18933396
155,2:no,2:no,,0.586,20855562
156,1:yes,1:yes,,0.782,72671
157,1:yes,1:yes,,0.542,17157886
158,1:yes,2:no,+,0.774,8835
159,2:no,2:no,,0.695,38072719
160,2:no,2:no,,0.858,156475
161,2:no,2:no,,0.984,261654
162,1:yes,1:yes,,0.57,41940
163,2:no,2:no,,0.736,8571298
164,1:yes,1:yes,,0.63,168926
165,1:yes,1:yes,,0.699,68335
166,1:yes,1:yes,,0.691,12322101
167,2:no,2:no,,0.601,1611852
168,1:yes,1:yes,,0.525,42031
169,1:yes,1:yes,,0.51,928412
170,2:no,2:no,,0.505,691
171,2:no,2:no,,0.677,31353
172,1:yes,1:yes,,0.711,273444
173,2:no,1:yes,+,0.745,31162817
174,2:no,2:no,,0.625,13904
175,1:yes,1:yes,,0.615,28632
176,2:no,2:no,,0.596,108243
177,2:no,2:no,,0.995,16408009
178,1:yes,1:yes,,0.591,2122
179,2:no,2:no,,0.906,2491879
180,2:no,2:no,,0.688,144386
181,2:no,2:no,,0.564,959907
182,2:no,2:no,,0.615,37364982
183,1:yes,2:no,+,0.744,155033
184,2:no,2:no,,0.65,19718995
185,1:yes,1:yes,,0.863,9288
186,2:no,2:no,,0.686,16829738
187,2:no,2:no,,0.807,655221
188,2:no,2:no,,0.856,72866
189,2:no,2:no,,0.782,5265384
190,2:no,2:no,,0.961,41831802
191,2:no,2:no,,0.657,968195
192,1:yes,1:yes,,0.873,6037917
193,1:yes,2:no,+,0.594,30077
194,1:yes,1:yes,,0.861,21473
195,2:no,2:no,,0.93,780802
196,2:no,2:no,,0.748,183906
197,1:yes,1:yes,,0.754,18914017
198,2:no,2:no,,0.944,6082436
199,2:no,1:yes,+,0.52,263261
200,1:yes,1:yes,,0.884,2200527
201,2:no,2:no,,0.829,503750
202,2:no,2:no,,0.734,93931
203,1:yes,1:yes,,0.83,11778948
204,2:no,2:no,,0.89,23833750
205,1:yes,2:no,+,0.511,4173
206,1:yes,1:yes,,0.599,23409759
207,2:no,2:no,,0.604,41578796
208,1:yes,1:yes,,0.565,43047687
209,1:yes,1:yes,,0.689,1181646
210,1:yes,1:yes,,0.695,32296110
211,2:no,2:no,,0.954,18816116
212,1:yes,1:yes,,0.67,250943
213,1:yes,1:yes,,0.887,40112
214,1:yes,1:yes,,0.681,10635
215,2:no,2:no,,0.876,26062515
216,1:yes,1:yes,,0.516,25011929
217,1:yes,2:no,+,0.512,766968
218,2:no,1:yes,+,0.703,339841
219,1:yes,2:no,+,0.891,1385923
220,1:yes,1:yes,,0.764,166702
221,1:yes,2:no,+,0.544,12686
222,1:yes,1:yes,,0.779,2480306
223,2:no,2:no,,0.802,3130850
224,2:no,2:no,,0.846,769016
225,1:yes,1:yes,,0.849,43254
226,2:no,2:no,,0.665,21207459
227,2:no,2:no,,0.688,297809
228,2:no,2:no,,0.584,8839080
229,1:yes,1:yes,,0.574,32387701
230,1:yes,1:yes,,0.637,2095829
231,2:no,2:no,,0.502,9428
232,2:no,2:no,,0.621,1340309
233,2:no,2:no,,0.884,142154
234,1:yes,1:yes,,0.748,20648089
235,1:yes,1:yes,,0.711,59172
236,2:no,2:no,,0.656,607552
237,2:no,2:no,,0.636,56543038
238,1:yes,1:yes,,0.718,20381
239,2:no,2:no,,0.639,224692
240,2:no,2:no,,0.829,379362
241,1:yes,1:yes,,0.856,20742
242,1:yes,2:no,+,0.651,319505
243,1:yes,1:yes,,0.708,327664
244,1:yes,1:yes,,0.863,21785
245,1:yes,2:no,+,0.75,45870
246,1:yes,1:yes,,0.718,18307757
247,1:yes,2:no,+,0.89,46007
248,2:no,2:no,,0.544,52024
249,1:yes,1:yes,,0.968,9282173
250,2:no,2:no,,0.64,405875
251,1:yes,1:yes,,0.609,212187
252,2:no,1:yes,+,0.57,210710
253,2:no,2:no,,0.726,266217
254,1:yes,2:no,+,0.825,11366634
255,1:yes,2:no,+,0.556,1864257
256,2:no,2:no,,0.536,1804336
257,1:yes,2:no,+,0.55,67363
258,1:yes,1:yes,,0.623,2503
259,2:no,2:no,,0.891,30875868
260,2:no,2:no,,0.866,85754
261,1:yes,1:yes,,0.665,196570
262,1:yes,1:yes,,0.58,2282040
263,2:no,1:yes,+,0.551,175028
264,2:no,2:no,,0.58,13698503
265,2:no,1:yes,+,0.554,5063128
266,1:yes,1:yes,,0.873,537968
267,2:no,2:no,,0.771,27280889
268,1:yes,2:no,+,0.547,64692
269,2:no,1:yes,+,0.621,147726
270,1:yes,2:no,+,0.864,28358650
271,2:no,2:no,,0.704,151051
272,2:no,2:no,,0.751,16653937
273,2:no,2:no,,0.993,21441842
274,2:no,2:no,,0.865,18154
275,1:yes,1:yes,,0.625,27694
276,1:yes,1:yes,,0.531,68244
277,2:no,2:no,,0.814,1131625
278,1:yes,1:yes,,0.809,12561015
279,1:yes,1:yes,,0.78,277395
280,1:yes,1:yes,,0.748,11469677
281,2:no,1:yes,+,0.796,80027
282,2:no,2:no,,0.571,4949370
283,2:no,2:no,,0.941,851475
284,2:no,2:no,,0.994,56006691
285,2:no,1:yes,+,0.629,160434
286,2:no,2:no,,0.629,43331629
287,1:yes,1:yes,,0.593,55174
288,2:no,2:no,,0.976,17627721
289,2:no,2:no,,0.581,244468
290,2:no,1:yes,+,0.614,8783
291,2:no,2:no,,0.7,25717487
292,1:yes,2:no,+,0.821,594388
293,1:yes,1:yes,,0.606,375137
294,1:yes,2:no,+,0.546,220841
295,2:no,2:no,,0.82,2505145
296,2:no,2:no,,0.537,3392292
297,1:yes,1:yes,,0.738,105004
298,1:yes,1:yes,,0.604,2008784
299,1:yes,1:yes,,0.74,10501
300,2:no,2:no,,0.59,26848243
301,2:no,2:no,,0.566,26905
302,2:no,1:yes,+,0.726,219640
303,2:no,2:no,,0.73,774588
304,2:no,1:yes,+,0.526,7545924
305,2:no,2:no,,0.679,2865660
306,2:no,1:yes,+,0.79,15361
307,1:yes,2:no,+,0.665,7339782
308,1:yes,2:no,+,0.634,27706
309,1:yes,1:yes,,0.718,35075784
310,1:yes,1:yes,,0.52,553050
311,1:yes,1:yes,,0.802,76762
312,2:no,2:no,,0.801,2940937
313,2:no,2:no,,0.969,23380995
314,2:no,2:no,,0.654,66964
315,1:yes,1:yes,,0.744,650426
316,1:yes,1:yes,,0.838,2162
317,2:no,2:no,,0.926,2782833
318,1:yes,1:yes,,0.892,20650188
319,1:yes,1:yes,,0.866,1623
320,2:no,1:yes,+,0.565,25423
321,1:yes,1:yes,,0.821,2553981
322,1:yes,1:yes,,0.63,21212
323,1:yes,1:yes,,0.868,69880
324,2:no,2:no,,0.55,15037096
325,2:no,1:yes,+,0.599,50513
326,2:no,1:yes,+,0.556,13684
327,2:no,2:no,,0.891,59962
328,2:no,2:no,,0.806,3234715
329,1:yes,1:yes,,0.601,295445
330,2:no,2:no,,0.647,172111
331,2:no,1:yes,+,0.551,232863
332,2:no,2:no,,0.694,48958475
333,1:yes,1:yes,,0.537,1801949
334,1:yes,2:no,+,0.504,21259
335,2:no,2:no,,0.69,24189541
336,1:yes,1:yes,,0.641,875547
337,1:yes,1:yes,,0.74,22320587
338,2:no,2:no,,0.828,3332238
339,2:no,1:yes,+,0.504,854294
340,2:no,1:yes,+,0.77,15942
341,1:yes,1:yes,,0.599,2197030
342,1:yes,1:yes,,0.894,12383
343,2:no,2:no,,0.979,3101120
344,2:no,2:no,,0.695,34702110
345,2:no,1:yes,+,0.627,23626
346,1:yes,1:yes,,0.752,557007
347,1:yes,2:no,+,0.765,1256013
348,2:no,2:no,,0.614,1141438
349,2:no,2:no,,0.684,33941427
350,2:no,2:no,,0.805,447089
351,1:yes,1:yes,,0.657,800
352,2:no,2:no,,0.514,4704229
353,2:no,2:no,,0.906,1117176
354,1:yes,2:no,+,0.564,23745
355,2:no,2:no,,0.557,31827
356,1:yes,1:yes,,0.541,22986
357,2:no,2:no,,0.555,24748820
358,2:no,2:no,,0.666,107340
359,1:yes,1:yes,,0.709,5751
360,2:no,2:no,,0.517,300561
361,2:no,1:yes,+,0.551,6742
362,1:yes,1:yes,,0.76,11494260
363,1:yes,1:yes,,0.833,18956166
364,1:yes,2:no,+,0.529,6975043
365,1:yes,1:yes,,0.688,13070
366,2:no,1:yes,+,0.621,81456
367,1:yes,2:no,+,0.566,216188
368,2:no,2:no,,0.629,256925
369,1:yes,1:yes,,0.665,87179
370,2:no,1:yes,+,0.522,40508
371,1:yes,1:yes,,0.914,58809
372,2:no,2:no,,0.636,17820
373,1:yes,2:no,+,0.556,399615
374,1:yes,1:yes,,0.909,4792
375,2:no,2:no,,0.985,20184567
376,2:no,2:no,,0.547,2523586
377,1:yes,1:yes,,0.669,36662188
378,2:no,1:yes,+,0.584,99692
379,1:yes,2:no,+,0.696,3009092
380,1:yes,1:yes,,0.733,51487
381,1:yes,1:yes,,0.877,27783
382,1:yes,1:yes,,0.79,445861
383,1:yes,2:no,+,0.654,35039706
384,2:no,2:no,,0.864,10842431
385,1:yes,1:yes,,0.514,23996
386,2:no,2:no,,0.943,50888873
387,1:yes,1:yes,,0.657,3427
388,2:no,2:no,,0.729,44950234
389,2:no,1:yes,+,0.524,241267
390,2:no,1:yes,+,0.754,149369
391,1:yes,1:yes,,0.882,28265
392,1:yes,1:yes,,0.853,14229
393,1:yes,2:no,+,0.744,402030
394,1:yes,1:yes,,0.756,25867
395,1:yes,2:no,+,0.726,1337691
396,2:no,1:yes,+,0.756,27630477
397,1:yes,1:yes,,0.733,3845
398,2:no,2:no,,0.771,7708467
399,1:yes,1:yes,,0.575,6821757
400,2:no,1:yes,+,0.549,230189
401,1:yes,1:yes,,0.563,147707
402,1:yes,2:no,+,0.666,31635665
403,1:yes,1:yes,,0.889,188564
404,1:yes,1:yes,,0.589,23430752
405,2:no,1:yes,+,0.504,10038508
406,1:yes,2:no,+,0.506,5297192
407,1:yes,1:yes,,0.919,3301347
408,1:yes,2:no,+,0.579,124802
409,2:no,2:no,,0.83,798332
410,2:no,1:yes,+,0.799,15051
411,1:yes,2:no,+,0.511,167936
412,2:no,2:no,,0.983,19872006
413,1:yes,1:yes,,0.979,140376
414,2:no,2:no,,0.984,41563858
415,2:no,2:no,,0.799,2892481
416,2:no,2:no,,0.786,208827
417,1:yes,1:yes,,0.959,43715
418,1:yes,1:yes,,0.959,5119376
419,1:yes,1:yes,,0.619,10396793
420,2:no,2:no,,0.704,3888092
421,2:no,2:no,,0.914,48675263
422,1:yes,2:no,+,0.805,2450993
423,2:no,2:no,,0.915,1779727
424,1:yes,1:yes,,0.821,23639
425,2:no,2:no,,0.96,2061705
426,2:no,2:no,,0.976,48972510
427,1:yes,2:no,+,0.517,43116037
428,2:no,2:no,,0.955,21049733
429,1:yes,1:yes,,0.531,323592
430,1:yes,2:no,+,0.554,28480
431,1:yes,1:yes,,0.676,17862
432,2:no,1:yes,+,0.514,33031496
433,2:no,2:no,,0.836,21406281
434,2:no,2:no,,0.875,1014906
435,2:no,2:no,,0.65,2796131
436,1:yes,2:no,+,0.759,41568624
437,2:no,2:no,,0.91,13966436
438,2:no,2:no,,0.896,6295613
439,2:no,1:yes,+,0.581,111582
440,2:no,2:no,,0.695,105949
441,2:no,2:no,,0.62,6146151
442,1:yes,1:yes,,0.656,419038
443,2:no,2:no,,0.767,1234508
444,1:yes,2:no,+,0.595,392807
445,2:no,2:no,,0.976,8100768
446,2:no,2:no,,0.535,80028
447,2:no,2:no,,0.682,24589
448,1:yes,1:yes,,0.711,409691
449,2:no,2:no,,0.751,780188
450,2:no,2:no,,0.563,1533029
451,1:yes,1:yes,,0.641,169496
452,2:no,2:no,,0.749,280738
453,2:no,1:yes,+,0.811,22228064
454,2:no,2:no,,0.736,277310
455,2:no,2:no,,0.656,679825
456,1:yes,2:no,+,0.634,4950
457,2:no,2:no,,0.797,36700599
458,2:no,2:no,,0.958,5744906
459,1:yes,1:yes,,0.708,7463
460,2:no,2:no,,0.609,27649750
461,2:no,2:no,,0.814,34303868
462,1:yes,1:yes,,0.711,22760983
463,2:no,2:no,,0.849,3175841
464,1:yes,2:no,+,0.624,148956
465,2:no,2:no,,0.679,74097
466,1:yes,2:no,+,0.645,16146360
467,1:yes,1:yes,,0.544,144896
468,2:no,2:no,,0.559,166459
469,1:yes,1:yes,,0.708,9530099
470,2:no,1:yes,+,0.552,6015943
471,2:no,2:no,,0.939,2213684
472,1:yes,2:no,+,0.55,28399
473,2:no,2:no,,0.844,376818
474,2:no,1:yes,+,0.537,32077
475,1:yes,1:yes,,0.915,175220
476,1:yes,1:yes,,0.505,69801
477,2:no,2:no,,0.864,715706
478,1:yes,1:yes,,0.751,18130
479,2:no,2:no,,0.573,125794
480,2:no,2:no,,0.651,6586391
481,2:no,2:no,,0.631,25101
482,1:yes,1:yes,,0.624,21113
483,1:yes,1:yes,,0.537,5315944
484,1:yes,1:yes,,0.716,7283
485,1:yes,1:yes,,0.71,2314
486,2:no,2:no,,0.964,25000433
487,2:no,2:no,,0.715,32005
488,2:no,1:yes,+,0.564,148979
489,2:no,2:no,,0.586,55796083
490,2:no,1:yes,+,0.57,71421
491,1:yes,1:yes,,0.78,37514
492,1:yes,1:yes,,0.75,88923
493,2:no,1:yes,+,0.566,40566
494,2:no,2:no,,0.542,134583
495,2:no,2:no,,0.956,12153180
496,2:no,1:yes,+,0.547,40538
497,2:no,2:no,,0.899,982871
498,2:no,2:no,,0.776,5984845
499,1:yes,2:no,+,0.542,33422
500,2:no,2:no,,0.895,97831
501,1:yes,2:no,+,0.566,5945
502,2:no,2:no,,0.761,32526367
503,1:yes,2:no,+,0.69,239897
504,1:yes,1:yes,,0.689,286369
505,1:yes,1:yes,,0.704,181322
506,1:yes,2:no,+,0.606,1316116
507,2:no,2:no,,0.694,35968446
508,1:yes,1:yes,,0.677,150056
509,2:no,1:yes,+,0.718,4119832
510,2:no,2:no,,0.824,40986946
511,1:yes,1:yes,,0.526,2263372
512,2:no,2:no,,0.943,27662703
513,2:no,2:no,,0.699,675561
514,1:yes,2:no,+,0.621,183570
515,1:yes,1:yes,,0.647,72727
516,1:yes,1:yes,,0.818,61117
517,2:no,2:no,,0.749,36078060
518,2:no,1:yes,+,0.904,15872
519,1:yes,1:yes,,0.667,24849
520,1:yes,1:yes,,0.644,187807
521,1:yes,2:no,+,0.805,1635659
522,2:no,2:no,,0.539,104944
523,2:no,2:no,,0.623,127894
524,2:no,2:no,,0.892,46662125
525,2:no,2:no,,0.978,43633857
526,1:yes,1:yes,,0.855,6910
527,2:no,2:no,,0.766,890687
528,1:yes,2:no,+,0.532,21023
529,1:yes,2:no,+,0.51,29440
530,2:no,2:no,,0.563,529667
531,2:no,2:no,,0.794,47952739
532,2:no,1:yes,+,0.568,393593
533,2:no,2:no,,0.588,83490
534,1:yes,1:yes,,0.922,3524766
535,1:yes,1:yes,,0.695,640689
536,2:no,2:no,,0.771,2395833
537,1:yes,1:yes,,0.684,5042765
538,2:no,2:no,,0.792,5789543
539,1:yes,1:yes,,0.801,70547
540,2:no,2:no,,0.978,21090338
541,2:no,2:no,,0.848,24001332
542,1:yes,2:no,+,0.625,18935277
543,2:no,2:no,,0.651,11254
544,2:no,1:yes,+,0.677,36808
545,1:yes,1:yes,,0.762,70101
546,2:no,2:no,,0.925,70671
547,2:no,2:no,,0.724,1521999
548,1:yes,2:no,+,0.794,7627929
549,1:yes,1:yes,,0.623,163056
550,1:yes,2:no,+,0.799,425757
551,1:yes,1:yes,,0.892,5122699

