@RELATION wiki_binned_norev
@ATTRIBUTE num_links_in Numeric
@ATTRIBUTE org_percentage Numeric
@ATTRIBUTE num_negative_words   Numeric
@ATTRIBUTE num_images   Numeric
@ATTRIBUTE edu_percentage   Numeric
@ATTRIBUTE other_percentage     Numeric
@ATTRIBUTE num_categories   Numeric
@ATTRIBUTE num_positive_words   Numeric
@ATTRIBUTE num_words    Numeric
@ATTRIBUTE net_percentage Numeric
@ATTRIBUTE num_controversial_words  Numeric
@ATTRIBUTE gov_percentage   Numeric
@ATTRIBUTE com_percentage   Numeric
@ATTRIBUTE num_links_out    Numeric
@ATTRIBUTE num_references   Numeric
@ATTRIBUTE isControversial  {yes,no}
@DATA
466, 0.18857142857142858,0.0002786032689450223,44, 0, 0.005714285714285714,4,0.0007429420505200594,53840, 0.002857142857142857,0.0002786032689450223, 0.002857142857142857,0.8,626,350,no
3129, 0,0.0006120512898980934,37, 0, 0,17,0.002494109006334731,65354, 0,0.0, 0,1,742,76,no
22, 0.375,0.0009967766573030072,22, 0, 0.25,5,0.002860878457973566,77254, 0,1.2945151393545548e-05, 0,0.375,287,8,no
238, 0.49635036496350365,0.0011494431413970395,4, 0, 0.25547445255474455,18,0.002221221205672657,64379, 0.0072992700729927005,1.5533015424284315e-05, 0,0.24087591240875914,380,137,yes
4623, 0.28957528957528955,0.0018944670418454337,31, 0.10038610038610038, 0.09652509652509653,23,0.0027674077375977415,53841, 0.003861003861003861,0.0, 0.015444015444015444,0.4942084942084942,1365,259,yes
293, 0.05128205128205128,0.0005325168075617386,9, 0.10256410256410256, 0.5641025641025641,11,0.00199693802835652,15023, 0,6.656460094521733e-05, 0,0.28205128205128205,379,39,yes
51, 0,0.00010797969981643452,2, 0, 0.3333333333333333,15,0.0012957563977972141,9261, 0,0.0, 0,0.6666666666666666,68,3,no
18, 0.34375,0.0013320752622523174,3, 0.09375, 0,15,0.001998112893378476,18017, 0,0.0, 0.375,0.1875,76,32,yes
885, 0.04090909090909091,0.0007626041519559385,7, 0, 0.35454545454545455,32,0.0025985030362943085,35405, 0,0.0, 0.004545454545454545,0.6,642,220,yes
8, 0.5,0.0018224798932924815,4, 0, 0,12,0.003988325563582098,75721, 0,0.0, 0,0.5,15,2,no
207, 0.04878048780487805,0.0003567924360003568,6, 0, 0.0975609756097561,15,0.0019177593435019177,22422, 0.04878048780487805,0.0, 0,0.8048780487804879,296,41,no
246, 0,0.0,18, 0, 1,12,0.0019120458891013384,2092, 0,0.0, 0,0,314,1,no
13, 0.16666666666666666,0.0012574894592795325,4, 0.016666666666666666, 0.06666666666666667,8,0.002588948886751979,13519, 0.016666666666666666,0.0, 0,0.7333333333333333,32,60,yes
331, 0.23529411764705882,0.0005029548598013328,14, 0, 0.11764705882352941,15,0.0016346032943543318,7953, 0,0.0, 0,0.6470588235294118,258,17,no
228, 0,0.0010602847621932747,2, 0, 0.6,6,0.002968797334141169,33010, 0,0.0, 0,0.4,359,15,no
458, 0.07885304659498207,0.0013145685122177544,17, 0.0035842293906810036, 0.025089605734767026,43,0.0015620167027528612,64660, 0.014336917562724014,4.639653572533251e-05, 0.07526881720430108,0.8028673835125448,515,279,no
337, 0.4925373134328358,0.0010249554367201426,7, 0.07462686567164178, 0.11940298507462686,17,0.002584670231729055,22440, 0.04477611940298507,0.0, 0.029850746268656716,0.23880597014925373,254,67,yes
697, 0.37183098591549296,0.0015420200462606013,7, 0.008450704225352112, 0.04225352112676056,17,0.0016462105899268582,47989, 0.005633802816901409,0.00014586676113275958, 0.4422535211267606,0.1295774647887324,291,355,no
7, 0.0975609756097561,0.00022099447513812155,1, 0, 0.04878048780487805,2,0.000994475138121547,9050, 0.04878048780487805,0.0, 0.14634146341463414,0.6585365853658537,37,41,no
13579, 0.4155844155844156,0.0006481669029775167,13, 0.05194805194805195, 0.05844155844155844,18,0.002552157180473972,24685, 0.012987012987012988,0.0, 0.38961038961038963,0.07142857142857142,325,154,yes
707, 0.4782608695652174,0.001052312926150697,22, 0, 0,13,0.002349685026884433,69371, 0.043478260869565216,0.0, 0.021739130434782608,0.45652173913043476,381,46,no
1081, 0.3627450980392157,0.0012097018085042038,14, 0.029411764705882353, 0.11764705882352941,42,0.0034476501542369804,33066, 0.0392156862745098,6.048509042521019e-05, 0,0.45098039215686275,623,102,yes
1809, 0.04186046511627907,0.0010080983904029034,28, 0.004651162790697674, 0.05116279069767442,78,0.002553849255687355,59518, 0,8.400819920024194e-05, 0.013953488372093023,0.8883720930232558,964,430,yes
1600, 0.12396694214876033,0.0011662810928627422,47, 0.09504132231404959, 0.10743801652892562,71,0.002045771753054318,52303, 0.008264462809917356,9.55968108903887e-05, 0.08264462809917356,0.5826446280991735,605,242,yes
6115, 0.047244094488188976,0.00036236061469537,40, 0.007874015748031496, 0.25984251968503935,92,0.0019600415067613196,60713, 0.011811023622047244,3.294187406321546e-05, 0.003937007874015748,0.6692913385826772,1459,254,yes
703, 0.4380165289256198,0.000749400479616307,15, 0.05785123966942149, 0.049586776859504134,13,0.0022482014388489208,20016, 0.024793388429752067,0.0, 0.36363636363636365,0.06611570247933884,188,121,no
69, 0,0.0012795905310300703,44, 0, 0.6363636363636364,6,0.0012303755106058368,20319, 0,0.0, 0.18181818181818182,0.18181818181818182,90,33,no
1305, 0.45652173913043476,0.0009649222386195936,9, 0.10869565217391304, 0.15217391304347827,10,0.002497445794074242,35236, 0,0.0, 0.043478260869565216,0.2391304347826087,495,92,yes
147, 0,0.001209284181782719,3, 0, 0,6,0.0028086600351082502,25635, 0,0.00011702750146284377, 0,1,243,3,no
16294, 0.21299638989169675,0.0009337756481140189,111, 0.1552346570397112, 0.16606498194945848,65,0.0017201130359995086,122085, 0.01444043321299639,4.095507228570259e-05, 0.11191335740072202,0.33935018050541516,1505,277,yes
740, 0.04375,0.0008060310084870324,6, 0.0125, 0.0875,34,0.0020861979043193778,21091, 0.0125,0.0, 0.0125,0.83125,322,160,yes
98, 0,0.0005071535340593637,9, 0, 0.1610738255033557,23,0.003469997864616699,37464, 0.06711409395973154,0.0, 0,0.7718120805369127,108,149,no
69, 0.06666666666666667,0.00030413625304136254,2, 0, 0.2222222222222222,15,0.0013179237631792376,9864, 0.044444444444444446,0.0, 0,0.6666666666666666,76,45,no
226, 0.04918032786885246,0.0008530343650987082,7, 0, 0.7049180327868853,23,0.003412137460394833,16412, 0.03278688524590164,0.0, 0.01639344262295082,0.19672131147540983,159,61,yes
256, 0.3761467889908257,0.0005657628604970226,12, 0.06422018348623854, 0.28440366972477066,19,0.0029843990891217946,70701, 0,0.0, 0,0.27522935779816515,666,109,yes
22, 0.5,0.0001384969617229022,13, 0.5, 0,10,0.00031161816387652996,57763, 0,0.0, 0,0,26,4,no
1786, 0.30357142857142855,0.0012592389816589104,49, 0.012755102040816327, 0.10714285714285714,24,0.0014599872251117802,54795, 0.00510204081632653,0.0008942421753809655, 0.1836734693877551,0.3877551020408163,1061,392,no
2105, 0.1976190476190476,0.00092551392720477,39, 0.03333333333333333, 0.05476190476190476,64,0.002118003025718608,56185, 0,0.00016018510278544096, 0.05,0.6642857142857143,959,420,yes
647, 0.5663265306122449,0.0005231219920485457,2, 0.02040816326530612, 0.03571428571428571,5,0.000857920066959615,47790, 0,0.0006068215107763131, 0.2857142857142857,0.09183673469387756,101,196,yes
2593, 0.2605042016806723,0.0009710727235471772,39, 0.10084033613445378, 0.2689075630252101,49,0.002316320258002441,112247, 0.01680672268907563,8.908924069240157e-06, 0.008403361344537815,0.3445378151260504,957,119,yes
2315, 0.11827956989247312,0.0012622936424306287,35, 0.010752688172043012, 0.03225806451612903,42,0.002491657885493502,91104, 0,2.195293291183702e-05, 0.021505376344086023,0.8172043010752689,1256,93,yes
49, 0.16666666666666666,0.0012034383954154728,0, 0, 0.16666666666666666,11,0.004126074498567335,17450, 0,5.730659025787966e-05, 0,0.6666666666666666,104,12,no
7096, 0.1891891891891892,0.000697612020391736,50, 0.019656019656019656, 0.40540540540540543,103,0.0026652356676504785,111810, 0.002457002457002457,7.154995080940882e-05, 0.004914004914004914,0.3783783783783784,1889,407,no
816, 0.020202020202020204,0.0006141787552643893,29, 0, 0.21212121212121213,28,0.0017109265325222275,68384, 0,0.0, 0,0.7676767676767676,617,99,no
1082, 0.16535433070866143,0.0008386202873186028,15, 0.07086614173228346, 0.36220472440944884,49,0.0023882447312768905,54852, 0,0.00018230875811273974, 0.10236220472440945,0.2992125984251969,534,127,yes
13091, 0.3176895306859206,0.0005627688226072275,61, 0.036101083032490974, 0.061371841155234655,37,0.0018624968176763007,74631, 0,6.699628840562233e-05, 0.2888086642599278,0.296028880866426,1067,277,no
3052, 0.38317757009345793,0.0009319766676900136,47, 0.12149532710280374, 0.06542056074766354,44,0.0018529889039954387,91204, 0.028037383177570093,0.0, 0.09345794392523364,0.308411214953271,1204,107,no
324, 0.4132231404958678,0.001493412982025708,4, 0.008264462809917356, 0.024793388429752067,21,0.0016534215158141767,18749, 0.008264462809917356,0.0, 0.49586776859504134,0.049586776859504134,399,121,no
412, 0.38,0.0009466610798143923,5, 0.02, 0.26,30,0.0017846889209615594,64437, 0,1.5519034095317906e-05, 0.02,0.32,417,50,yes
4189, 0.32142857142857145,0.0008099133392726978,38, 0.07857142857142857, 0.16428571428571428,87,0.002618719796981723,74082, 0,0.0, 0.007142857142857143,0.42857142857142855,1259,140,yes
207, 0.34782608695652173,0.000495926319518243,64, 0, 0.5652173913043478,8,0.0021962451292950763,14115, 0,7.084661707403471e-05, 0,0.08695652173913043,543,23,yes
142, 0.16,0.0009146555969886724,4, 0, 0.12,22,0.0023921761767396045,14213, 0,0.0, 0,0.72,135,25,no
71, 0.019230769230769232,0.0010799136069114472,3, 0, 0.4230769230769231,23,0.004319654427645789,11112, 0,0.0, 0,0.5576923076923077,103,52,no
225, 0.102803738317757,0.001173969189830818,8, 0.009345794392523364, 0.04672897196261682,57,0.0019566153163846967,76663, 0,3.9132306327693935e-05, 0.018691588785046728,0.822429906542056,239,107,yes
1398, 0.32857142857142857,0.0005189076992929883,10, 0.0035714285714285713, 0.03214285714285714,34,0.002097251951309161,46251, 0,0.00032431731205811765, 0.02142857142857143,0.6142857142857143,362,280,yes
10313, 0.2073170731707317,0.0009499253630071922,31, 0, 0.17073170731707318,15,0.002968516759397476,58952, 0,0.002663183607002307, 0.024390243902439025,0.5975609756097561,353,82,yes
91, 0.24444444444444444,0.0005287056042794054,0, 0, 0.35555555555555557,6,0.0018349194501461716,32154, 0.06666666666666667,0.0, 0.08888888888888889,0.24444444444444444,784,45,no
138, 0.7272727272727273,0.0008389632180862808,16, 0, 0.2727272727272727,16,0.001987018148099086,45294, 0,0.0, 0,0,293,22,no
2, 0.75,8.960841124286867e-05,0, 0, 0.25,1,0.000268825233728606,66958, 0,0.0, 0,0,36,4,no
115, 0.21428571428571427,2.258151928461747e-05,3, 0.07142857142857142, 0.21428571428571427,10,0.0002822689910577184,88568, 0,0.0, 0,0.5,135,14,no
267, 0.19607843137254902,0.001556852932999722,11, 0, 0.2549019607843137,11,0.0024464831804281344,17985, 0.0784313725490196,0.0, 0,0.47058823529411764,203,51,no
32, 0.125,0.000969741261787978,7, 0, 0,18,0.001869211417649291,71153, 0,0.0, 0,0.875,294,8,no
2622, 0.19245283018867926,0.0008452411329420771,79, 0.052830188679245285, 0.37358490566037733,38,0.0017542740495024242,62704, 0.026415094339622643,0.0, 0.1320754716981132,0.22264150943396227,875,265,yes
199, 0.14328358208955225,0.001574993942330991,12, 0.023880597014925373, 0.008955223880597015,19,0.0031196995396171553,66032, 0.0029850746268656717,0.0, 0,0.8208955223880597,353,335,yes
2765, 0.36065573770491804,0.00032075514926569983,36, 0.03278688524590164, 0.01639344262295082,33,0.0015350425000572776,43647, 0.03278688524590164,0.0, 0.04918032786885246,0.5081967213114754,650,61,no
105, 0,0.0007500340924587481,6, 0, 0.2,32,0.0033410609573162418,14666, 0,0.0, 0,0.8,120,10,no
74, 0.34782608695652173,0.0014687100893997446,9, 0, 0.2608695652173913,18,0.0012132822477650064,15660, 0.043478260869565216,0.0, 0,0.34782608695652173,56,23,no
2222, 0.2631578947368421,0.0006579256544010527,45, 0.043859649122807015, 0.21052631578947367,91,0.0020677663424033084,42558, 0.017543859649122806,2.3497344800037594e-05, 0.008771929824561403,0.45614035087719296,896,114,no
1365, 0.16470588235294117,0.0005398243117240026,21, 0.03529411764705882, 0.49411764705882355,26,0.0014231731854541885,20377, 0.011764705882352941,0.0, 0.09411764705882353,0.2,540,85,yes
3007, 0.1875,0.0006468511075999703,47, 0.0390625, 0.3125,72,0.002035990371462202,94303, 0.03125,6.362469910819381e-05, 0.015625,0.4140625,1148,128,yes
291, 0.5,0.0018740849194729136,9, 0, 0.16666666666666666,14,0.0024011713030746705,17075, 0,0.0001171303074670571, 0,0.3333333333333333,137,6,no
14, 0,0.0003668244011591651,4, 1, 0,3,0.0007703312424342467,27261, 0,0.0, 0,0,43,1,no
19, 0.3333333333333333,0.0,4, 0, 0,5,0.0016,1250, 0.3333333333333333,0.0, 0,0.3333333333333333,88,3,no
2, 0,0.0016263940520446097,1, 0, 0.4,8,0.0016263940520446097,4304, 0,0.0, 0,0.6,29,15,no
4016, 0.03260869565217391,0.00039647926413448575,19, 0, 0.09782608695652174,89,0.0021409880263262232,37833, 0.016304347826086956,5.28639018845981e-05, 0.021739130434782608,0.8315217391304348,824,184,yes
536, 0.15853658536585366,0.0018945634266886327,9, 0.024390243902439025, 0,9,0.0022652388797364084,24280, 0.012195121951219513,4.118616144975288e-05, 0.024390243902439025,0.7804878048780488,133,82,yes
264, 0.17647058823529413,0.0008893632159373888,1, 0, 0.058823529411764705,11,0.0033795802205620774,5622, 0,0.0, 0,0.7647058823529411,45,17,yes
252, 0.14788732394366197,0.0009105206522638854,49, 0.04225352112676056, 0.49295774647887325,44,0.002251469249234335,60405, 0,3.310984190050492e-05, 0.08450704225352113,0.2323943661971831,609,142,no
751, 0.25,0.00028776978417266187,25, 0.022727272727272728, 0.19318181818181818,30,0.002172661870503597,69500, 0.03409090909090909,0.0, 0.022727272727272728,0.4772727272727273,724,88,no
125, 0.35135135135135137,0.0002452483139178418,22, 0, 0.43243243243243246,18,0.0015021459227467812,32620, 0.02702702702702703,0.0, 0.02702702702702703,0.16216216216216217,325,37,no
720, 0.45,0.0003210015247572426,8, 0, 0.05,9,0.00369151753470829,12461, 0,0.0, 0.35,0.15,292,20,no
25490, 0.09248554913294797,0.00026591029959227087,123, 0.005780346820809248, 0.6820809248554913,30,0.001975333654114012,78974, 0.011560693641618497,0.0, 0.011560693641618497,0.19653179190751446,1391,173,no
17, 0,0.0,5, 0, 0,8,0.0009560229445506692,1046, 0,0.0, 0,1,20,2,no
18, 0.14814814814814814,5.418879375745096e-05,1, 0, 0.7037037037037037,10,0.0010295870813915682,18454, 0.1111111111111111,0.0, 0,0.037037037037037035,82,27,no
76, 0.15384615384615385,0.0021474963335428453,3, 0.038461538461538464, 0,8,0.0013618269432222922,19092, 0,0.0, 0.6153846153846154,0.19230769230769232,106,26,no
436, 0,0.0005270092226613965,3, 0, 0.5483870967741935,18,0.002635046113306983,3795, 0,0.0, 0,0.45161290322580644,455,31,no
1013, 0.15853658536585366,0.0010224473671980295,16, 0.06097560975609756, 0.04878048780487805,46,0.0030208672212669054,43034, 0.012195121951219513,4.6474880327183155e-05, 0.036585365853658534,0.6829268292682927,423,82,no
4503, 0.15730337078651685,0.00045106564258059665,41, 0, 0.14606741573033707,23,0.002530979438924459,79811, 0,0.0, 0,0.6966292134831461,1136,89,yes
12, 0.3157894736842105,0.0003701418877236274,0, 0, 0.15789473684210525,13,0.0007402837754472548,8105, 0,0.0, 0,0.5263157894736842,16,19,no
64, 0.06521739130434782,0.0009698733102988422,10, 0, 0.5869565217391305,18,0.003212705340364915,16497, 0,0.0, 0,0.34782608695652173,91,46,yes
238, 0,0.0006880590479764808,16, 0, 0.2,7,0.0017514230312128604,15987, 0,6.255082254331645e-05, 0.2,0.6,464,5,no
422, 0.367816091954023,0.0007817126613762881,8, 0.20689655172413793, 0.1724137931034483,20,0.0019898140471396424,42215, 0.06896551724137931,0.0, 0.022988505747126436,0.16091954022988506,365,87,yes
15, 0.5238095238095238,0.0003198976327575176,1, 0, 0.023809523809523808,6,0.001599488163787588,6252, 0.09523809523809523,0.0004798464491362764, 0.023809523809523808,0.3333333333333333,56,42,yes
608, 0.15584415584415584,0.0008417508417508417,34, 0.025974025974025976, 0.2857142857142857,48,0.001984126984126984,16632, 0.025974025974025976,6.012506012506013e-05, 0.012987012987012988,0.4935064935064935,459,77,yes
388, 0.4346153846153846,0.0011341637497800114,26, 0.007692307692307693, 0.2230769230769231,18,0.001896791098770019,51139, 0.007692307692307693,0.0, 0.23846153846153847,0.08846153846153847,538,260,yes
104, 0.1111111111111111,0.0015921876658528818,3, 0, 0,15,0.003608958709266532,18842, 0,0.0, 0,0.8888888888888888,135,9,no
16, 0.8888888888888888,0.0006009013520280421,1, 0, 0,3,0.001402103154732098,9985, 0,0.0, 0,0.1111111111111111,26,9,no
65, 0,0.0,0, 0, 1,8,0.0012030353507310753,10806, 0,0.0, 0,0,206,5,no
126, 0.06395348837209303,0.0016536518144235185,12, 0.01744186046511628, 0.0872093023255814,39,0.0021129995406522738,43540, 0.011627906976744186,2.296738631143776e-05, 0.01744186046511628,0.8023255813953488,204,172,yes
627, 0.2066115702479339,0.00038757543879076466,19, 0, 0.5702479338842975,19,0.0021039809534355793,18061, 0.008264462809917356,5.536791982725209e-05, 0.008264462809917356,0.2066115702479339,503,121,no
1570, 0.05263157894736842,0.000971550467822671,27, 0.07894736842105263, 0.13157894736842105,29,0.0021965488837729953,47347, 0,4.2241324687942213e-05, 0,0.7368421052631579,591,38,no
684, 0.10273972602739725,0.0007195021045436558,12, 0.00684931506849315, 0.06164383561643835,66,0.002266431629312516,27797, 0.0410958904109589,0.0, 0.0136986301369863,0.773972602739726,445,146,yes
2169, 0.32894736842105265,0.0008885365120157476,53, 0.046052631578947366, 0.08552631578947369,16,0.005331219072094486,73154, 0.02631578947368421,0.0, 0.21710526315789475,0.29605263157894735,637,152,no
14, 0,0.00010283380587915559,4, 1, 0,2,0.0002791203302434223,68071, 0,0.0, 0,0,27,1,no
345, 0.02185792349726776,0.0007164240206739503,3, 0, 0.29508196721311475,19,0.002993628943530435,39083, 0,2.5586572166926795e-05, 0,0.6830601092896175,353,183,no
260, 0,0.0009473918858671422,7, 0, 0.2,24,0.003288007133303611,35888, 0,0.0, 0,0.8,309,5,no
1044, 0.07236842105263158,0.0009751484885198428,7, 0, 0.14473684210526316,34,0.0029254454655595285,33841, 0.05921052631578947,0.0, 0.006578947368421052,0.7171052631578947,303,152,no
828, 0.011111111111111112,0.00118776851149861,8, 0, 0.5888888888888889,21,0.0036138488754106648,39570, 0,2.5271670457417235e-05, 0,0.4,510,90,no
2613, 0.39,0.0010436111886878428,34, 0.065, 0.0225,17,0.0019402348860112005,68033, 0.0025,0.0, 0.4875,0.0325,630,400,no
649, 0.05263157894736842,0.0007834342068880764,21, 0.004048582995951417, 0.22672064777327935,48,0.002596085901256567,65098, 0,0.0, 0,0.7165991902834008,407,247,no
270, 0.6666666666666666,0.0007417239225484073,5, 0.08333333333333333, 0.16666666666666666,11,0.001678638351030606,25616, 0,3.9038101186758274e-05, 0,0.08333333333333333,442,12,no
899, 0.04932735426008968,0.00035027213450449966,20, 0.013452914798206279, 0.21076233183856502,43,0.0028560650967289973,37114, 0,0.00016166406207899985, 0.008968609865470852,0.7174887892376681,911,223,no
3645, 0.14705882352941177,0.0005252187043511087,40, 0.3235294117647059, 0.14705882352941177,5,0.0018054392962069362,60927, 0.029411764705882353,0.0, 0,0.35294117647058826,925,34,yes
17, 0.14285714285714285,0.0007799703611262772,4, 0, 0.7857142857142857,13,0.0014299456620648415,38463, 0,0.0, 0,0.07142857142857142,170,14,no
388, 0.13157894736842105,0.0002638754507872284,3, 0.3157894736842105, 0,11,0.000879584835957428,11369, 0,8.795848359574281e-05, 0.07894736842105263,0.47368421052631576,164,38,no
33, 0.3333333333333333,0.0006857142857142857,4, 0, 0.3333333333333333,15,0.003657142857142857,4375, 0.16666666666666666,0.0, 0,0.16666666666666666,162,6,yes
453, 0.14912280701754385,0.0012003601080324098,7, 0.06140350877192982, 0.06140350877192982,25,0.002075622686806042,39988, 0.008771929824561403,2.5007502250675202e-05, 0.39473684210526316,0.32456140350877194,184,114,yes
745, 0.18571428571428572,0.0010400097883274196,10, 0.04285714285714286, 0.21428571428571427,16,0.0017129572984216322,16346, 0.02857142857142857,0.0, 0.11428571428571428,0.4142857142857143,253,70,no
211, 0.29411764705882354,8.709208245878367e-05,16, 0.35294117647058826, 0.17647058823529413,9,0.00035707753808101304,114821, 0,0.0, 0.058823529411764705,0.11764705882352941,71,17,no
141, 0.25,0.00023209933851688522,11, 0, 0.5833333333333334,5,0.001914819542764303,17234, 0,0.0, 0.08333333333333333,0.08333333333333333,329,12,no
417, 0.21052631578947367,0.0008894599001828334,6, 0.05263157894736842, 0.15789473684210525,38,0.0017295053614666206,20237, 0,0.0, 0.02631578947368421,0.5526315789473685,124,38,yes
2, 0,0.0007159538380239675,3, 0, 0,8,0.0022330941138366603,58663, 0,1.7046519952951604e-05, 0,1,37,1,no
461, 0.18702290076335878,0.0007918953605854564,13, 0.003816793893129771, 0.20229007633587787,28,0.0018295513503181235,36621, 0.003816793893129771,2.730673657191229e-05, 0.007633587786259542,0.5954198473282443,340,262,yes
21826, 0.18248175182481752,0.0010191602119853241,42, 0.0948905109489051, 0.058394160583941604,20,0.0018571363862843683,44154, 0.0072992700729927005,2.264800471078498e-05, 0.1897810218978102,0.46715328467153283,1240,137,yes
30, 0.5,0.0010073477127281346,5, 0, 0.25,13,0.0033183218772220905,16876, 0,5.925574780753733e-05, 0.25,0,71,4,no
357, 0.5652173913043478,0.0006317651518342248,3, 0.17391304347826086, 0.08695652173913043,7,0.0022743545466032094,71229, 0,0.0, 0,0.17391304347826086,246,23,no
39, 0,0.001215323645970938,8, 0, 0.25925925925925924,9,0.0028533685601056804,18925, 0,5.2840158520475564e-05, 0,0.7407407407407407,94,27,no
440, 0,0.0006165228113440197,4, 0, 0,27,0.003904644471845458,4866, 0,0.0, 0,1,237,15,yes
52, 0,0.0010650961719190527,4, 0, 0.04081632653061224,14,0.002694066787795251,15961, 0,0.0, 0,0.9591836734693877,99,49,no
765, 0.08021390374331551,0.0010426079099186765,8, 0.016042780748663103, 0.0427807486631016,55,0.002988809341766873,43161, 0,9.267625865943792e-05, 0.0053475935828877,0.8556149732620321,417,187,yes
960, 0.007042253521126761,0.0008661508257304538,21, 0, 0.007042253521126761,32,0.001790045039842938,69272, 0,2.887169419101513e-05, 0.0035211267605633804,0.9823943661971831,789,284,yes
15680, 0.16216216216216217,0.00048924676383651,152, 0.036036036036036036, 0.581081081081081,52,0.002099684028131689,98110, 0.0045045045045045045,6.115584547956375e-05, 0.013513513513513514,0.20270270270270271,1384,222,no
6913, 0.3263157894736842,0.0005104810676346901,42, 0.07017543859649122, 0.22807017543859648,39,0.002293113367311385,123413, 0.0035087719298245615,2.4308622268318574e-05, 0.017543859649122806,0.3543859649122807,1561,285,yes
452, 0,0.0006142925397583783,5, 0, 0.2441860465116279,13,0.001774622892635315,14651, 0.26744186046511625,0.00020476417991945942, 0,0.4883720930232558,199,86,no
248, 0.13253012048192772,0.0004143984629584283,31, 0.012048192771084338, 0.5301204819277109,18,0.001883629377083765,106178, 0,1.883629377083765e-05, 0.024096385542168676,0.30120481927710846,717,83,no
5, 0,0.0010197144799456153,0, 0, 0,2,0.0024473147518694767,14710, 0,0.0, 0,1,152,10,no
918, 0.1792452830188679,0.0009841387507828377,30, 0.09433962264150944, 0.1320754716981132,29,0.0019810585243031148,78241, 0.018867924528301886,5.1124090949757796e-05, 0.0660377358490566,0.5094339622641509,743,106,yes
6541, 0.14736842105263157,0.0007482320001930921,24, 0.021052631578947368, 0.6210526315789474,34,0.002630880258743453,41431, 0.010526315789473684,0.0, 0.05263157894736842,0.14736842105263157,447,95,yes
1534, 0.4864864864864865,0.0007205965286045491,10, 0, 0.10810810810810811,12,0.0044802305908891536,31918, 0,0.0, 0,0.40540540540540543,728,37,yes
5384, 0.28187919463087246,0.0006209318259677972,23, 0.04697986577181208, 0.11409395973154363,26,0.004903220280918123,46704, 0.013422818791946308,2.1411442274751628e-05, 0.19463087248322147,0.348993288590604,332,149,yes
29162, 0.20987654320987653,0.0007591717436277022,18, 0.00823045267489712, 0.04526748971193416,25,0.0031885213232363493,52689, 0.00411522633744856,0.0, 0,0.7325102880658436,904,243,yes
404, 0,0.00045392646391284613,19, 0, 0.03225806451612903,22,0.002156150703586019,17624, 0.2903225806451613,0.0, 0,0.6774193548387096,432,31,no
946, 0.4090909090909091,0.00032133676092544985,22, 0.045454545454545456, 0.09090909090909091,22,0.0016066838046272494,18672, 0,0.0, 0.2727272727272727,0.18181818181818182,254,22,no
4491, 0.1062992125984252,0.00045862793808522834,38, 0, 0.6732283464566929,20,0.0023313586852665774,52330, 0.011811023622047244,3.82189948404357e-05, 0,0.20866141732283464,885,254,no
859, 0.23333333333333334,0.0011115227862171174,20, 0.21666666666666667, 0.05,35,0.001407928862541682,40485, 0,0.0, 0.15,0.35,735,60,yes
574, 0.10270270270270271,0.0011125843963848627,10, 0.02702702702702703, 0.024324324324324326,60,0.0019813146784935913,65613, 0,0.00019813146784935913, 0.021621621621621623,0.8243243243243243,648,370,yes
34, 0.016666666666666666,0.0006399232092148942,1, 0, 0.95,5,0.0016264714900878561,75009, 0,1.3331733525310296e-05, 0,0.03333333333333333,69,120,no
6257, 0.26605504587155965,0.0007553853767810163,10, 0.045871559633027525, 0.01834862385321101,13,0.003620640254226251,38391, 0,0.00015628662967883097, 0,0.6697247706422018,457,109,no
64, 0.25,0.00023556432378316305,13, 0.25, 0.25,14,0.000853920673713966,101883, 0.25,0.0, 0,0,122,4,no
459, 0.3904109589041096,0.0019145193004242989,2, 0.0136986301369863, 0.07534246575342465,9,0.0024837007140639552,19326, 0,5.17437648763324e-05, 0.4315068493150685,0.08904109589041095,240,146,yes
627, 0.06349206349206349,0.0008347878879866434,20, 0, 0.7142857142857143,23,0.0024537704586274065,39531, 0.1111111111111111,0.0, 0,0.1111111111111111,364,63,no
10, 0.14285714285714285,0.0006267627702914447,6, 0, 0.2857142857142857,14,0.0033332383692772287,35101, 0,2.8489216831429305e-05, 0,0.5714285714285714,88,7,no
331, 0.40625,0.0005438420348058903,18, 0.09375, 0.0625,41,0.0024263721552878178,23904, 0.010416666666666666,8.366800535475234e-05, 0.0625,0.3645833333333333,375,96,no
2400, 0.24836601307189543,0.0012543313629878173,11, 0.0392156862745098, 0.23529411764705882,25,0.003323978111917716,63779, 0.0196078431372549,3.1358284074695435e-05, 0.1111111111111111,0.3464052287581699,326,153,yes
184, 0.031496062992125984,0.0012099573539621144,7, 0.03937007874015748, 0.07086614173228346,12,0.0021223842110482992,50415, 0,0.0, 0,0.8582677165354331,254,127,no
3, 0.010869565217391304,0.0010435843016779428,3, 0.007246376811594203, 0.6195652173913043,15,0.0018643809434471114,85283, 0,7.035399786592873e-05, 0.021739130434782608,0.34057971014492755,363,276,no
102, 0.39285714285714285,0.0006924009001211701,9, 0.17857142857142858, 0.07142857142857142,5,0.0014713519127574866,11554, 0,0.0, 0.14285714285714285,0.21428571428571427,148,28,yes
3103, 0.38095238095238093,0.0007298838103880221,41, 0.06349206349206349, 0.30158730158730157,69,0.00211074507328428,101386, 0,0.0, 0.031746031746031744,0.2222222222222222,1322,63,yes
